"Currency","Trans Type","Settle State","Tran #","Device","Location","Asset #","Date","Card Type","Amount","AP Code","Details"
"United States Dollars","Credit (EMV Contactless)","Settled",20110542547,"VJ300384227","Break Box - Beverage","TBD","03/13/2025 11:57:54 AM","Visa (EMV Contactless)","$3.30","015737","A7($1.00), A7($1.00), A7($1.00), Two-Tier Pricing(3 * $0.10)"
"United States Dollars","Credit (EMV Contactless)","Settled",20110626293,"VJ300384227","Break Box - Beverage","TBD","03/13/2025 12:08:21 PM","Visa (EMV Contactless)","$3.60","000813","C4($3.50), Two-Tier Pricing($0.10)"
"United States Dollars","Credit (EMV Contactless)","Settled",20110782664,"VJ300384227","Break Box - Beverage","TBD","03/13/2025 12:28:42 PM","Visa (EMV Contactless)","$3.10","250665","D1($3.00), Two-Tier Pricing($0.10)"
"United States Dollars","Credit (EMV Contactless)","Settled",20111483186,"VJ300384227","Break Box - Beverage","TBD","03/13/2025 02:04:50 PM","Visa (EMV Contactless)","$2.10","140436","A3($2.00), Two-Tier Pricing($0.10)"
"United States Dollars","Credit (EMV Contactless)","Settled",20111608689,"VJ300384227","Break Box - Beverage","TBD","03/13/2025 02:21:54 PM","Visa (EMV Contactless)","$3.20","864503","B3($2.00), B4($1.00), Two-Tier Pricing(2 * $0.10)"
"United States Dollars","Cash","Processed",20110127025,"VJ300384228","Racine Library","TBD","03/13/2025 11:06:07 AM","Cash","$1.50",,"A7($1.50)"
"United States Dollars","Cash","Processed",20110657341,"VJ300384228","Racine Library","TBD","03/13/2025 12:12:33 PM","Cash","$1.50",,"B6($1.50)"
"United States Dollars","Cash","Processed",20112146531,"VJ300384228","Racine Library","TBD","03/13/2025 03:44:36 PM","Cash","$2.00",,"D5($2.00)"
"United States Dollars","Cash","Processed",20112841476,"VJ300384228","Racine Library","TBD","03/13/2025 06:00:05 PM","Cash","$2.00",,"E8($2.00)"
"United States Dollars","Credit","Settled",20112486706,"VJ300384228","Racine Library","TBD","03/13/2025 04:46:27 PM","Visa (Swiped)","$2.10","164624","E7($2.00), Two-Tier Pricing($0.10)"
"United States Dollars","Credit (Apple Pay EMV)","Settled",20110931565,"VJ300384228","Racine Library","TBD","03/13/2025 12:49:07 PM","Visa (Apple Pay EMV)","$2.10","07097D","E2($2.00), Two-Tier Pricing($0.10)"
"United States Dollars","Credit (Apple Pay EMV)","Settled",20112015623,"VJ300384228","Racine Library","TBD","03/13/2025 03:22:43 PM","Visa (Apple Pay EMV)","$1.10","152242","A4($1.00), Two-Tier Pricing($0.10)"
"United States Dollars","Credit (EMV Contactless)","Settled",20110002817,"VJ300384228","Racine Library","TBD","03/13/2025 10:51:31 AM","Visa (EMV Contactless)","$3.70","015353","B6($1.50), C9($2.00), Two-Tier Pricing(2 * $0.10)"
"United States Dollars","Credit (EMV Contactless)","Settled",20110043829,"VJ300384228","Racine Library","TBD","03/13/2025 10:57:01 AM","MasterCard (EMV Contactless)","$2.10","06293M","C4($2.00), Two-Tier Pricing($0.10)"
"United States Dollars","Cash","Processed",20108736572,"VJ300384450","RUSD - Main Office","TBD","03/13/2025 06:55:01 AM","Cash","$1.00",,"B02($1.00)"
"United States Dollars","Cash","Processed",20108736827,"VJ300384450","RUSD - Main Office","TBD","03/13/2025 06:55:12 AM","Cash","$1.00",,"B02($1.00)"
"United States Dollars","Cash","Processed",20108737926,"VJ300384450","RUSD - Main Office","TBD","03/13/2025 06:55:28 AM","Cash","$1.00",,"A07($1.00)"
"United States Dollars","Cash","Processed",20109695961,"VJ300384450","RUSD - Main Office","TBD","03/13/2025 10:05:28 AM","Cash","$1.00",,"C06($1.00)"
"United States Dollars","Credit","Settled",20110549484,"VJ300384450","RUSD - Main Office","TBD","03/13/2025 12:00:04 PM","Visa (Swiped)","$2.70","352274","A05($1.00), C14($1.50), Two-Tier Pricing(2 * $0.10)"
"United States Dollars","Credit (Apple Pay EMV)","Settled",20109144268,"VJ300384450","RUSD - Main Office","TBD","03/13/2025 08:30:37 AM","Visa (Apple Pay EMV)","$3.20","108694","C06($1.00), A16($2.00), Two-Tier Pricing(2 * $0.10)"
"United States Dollars","Credit (Apple Pay EMV)","Settled",20109148793,"VJ300384450","RUSD - Main Office","TBD","03/13/2025 08:31:24 AM","Visa (Apple Pay EMV)","$1.85","605477","B06($1.75), Two-Tier Pricing($0.10)"
"United States Dollars","Credit (Apple Pay EMV)","Settled",20109153895,"VJ300384450","RUSD - Main Office","TBD","03/13/2025 08:32:23 AM","MasterCard (Apple Pay EMV)","$3.20","083201","A12($2.00), B02($1.00), Two-Tier Pricing(2 * $0.10)"
"United States Dollars","Credit (Apple Pay EMV)","Settled",20110805737,"VJ300384450","RUSD - Main Office","TBD","03/13/2025 12:31:31 PM","MasterCard (Apple Pay EMV)","$2.95","013417","B06($1.75), B03($1.00), Two-Tier Pricing(2 * $0.10)"
"United States Dollars","Credit (EMV Contactless)","Settled",20108702088,"VJ300384450","RUSD - Main Office","TBD","03/13/2025 06:43:25 AM","Visa (EMV Contactless)","$2.20","014307","B02($1.00), B02($1.00), Two-Tier Pricing(2 * $0.10)"
"United States Dollars","Credit (EMV Contactless)","Settled",20110618278,"VJ300384450","RUSD - Main Office","TBD","03/13/2025 12:03:55 PM","Visa (EMV Contactless)","$4.80","120335","C01($2.00), A03($1.00), A06($1.50), Two-Tier Pricing(3 * $0.10)"
"United States Dollars","Credit (EMV Contactless)","Settled",20110576401,"VJ300384450","RUSD - Main Office","TBD","03/13/2025 12:04:25 PM","Visa (EMV Contactless)","$1.10","120420","B02($1.00), Two-Tier Pricing($0.10)"
"United States Dollars","Cash","Processed",20109689135,"VJ300384451","Leman USA","TBD","03/13/2025 10:04:41 AM","Cash","$2.75",,"B04($2.75)"
"United States Dollars","Credit (Apple Pay EMV)","Settled",20108836678,"VJ300384451","Leman USA","TBD","03/13/2025 07:22:18 AM","Visa (Apple Pay EMV)","$2.20","072207","A17($1.00), A17($1.00), Two-Tier Pricing(2 * $0.10)"
"United States Dollars","Credit (Apple Pay EMV)","Settled",20109283015,"VJ300384451","Leman USA","TBD","03/13/2025 08:57:14 AM","Visa (Apple Pay EMV)","$2.70","085700","C11($1.50), B02($1.00), Two-Tier Pricing(2 * $0.10)"
"United States Dollars","Credit (Apple Pay EMV)","Settled",20110611514,"VJ300384451","Leman USA","TBD","03/13/2025 12:05:40 PM","American Express (Apple Pay EMV)","$2.20","867888","B03($1.00), B03($1.00), Two-Tier Pricing(2 * $0.10)"
"United States Dollars","Cash","Processed",20108663735,"VJ300384452","Case","TBD","03/13/2025 06:29:26 AM","Cash","$1.00",,"A02($1.00)"
"United States Dollars","Cash","Processed",20109734241,"VJ300384452","Case","TBD","03/13/2025 10:11:20 AM","Cash","$1.00",,"A04($1.00)"
"United States Dollars","Credit","Settled",20110002600,"VJ300384452","Case","TBD","03/13/2025 10:51:37 AM","Visa (Swiped)","$3.80","282742","A11($1.50), A05($1.00), A04($1.00), Two-Tier Pricing(3 * $0.10)"
"United States Dollars","Credit","Settled",20111166604,"VJ300384452","Case","TBD","03/13/2025 01:20:55 PM","Visa (Swiped)","$1.10","476279","B02($1.00), Two-Tier Pricing($0.10)"
"United States Dollars","Credit (Apple Pay Cash EMV)","Settled",20110042384,"VJ300384452","Case","TBD","03/13/2025 10:56:57 AM","Visa (Apple Pay Cash EMV)","$2.70","530201","A11($1.50), B01($1.00), Two-Tier Pricing(2 * $0.10)"
"United States Dollars","Credit (Apple Pay EMV)","Settled",20109707503,"VJ300384452","Case","TBD","03/13/2025 10:07:00 AM","Visa (Apple Pay EMV)","$4.80","013356","B06($1.50), A04($1.00), A16($2.00), Two-Tier Pricing(3 * $0.10)"
"United States Dollars","Credit (Apple Pay EMV)","Settled",20110009113,"VJ300384452","Case","TBD","03/13/2025 10:52:34 AM","Visa (Apple Pay EMV)","$1.10","105227","A09($1.00), Two-Tier Pricing($0.10)"
"United States Dollars","Credit (Apple Pay EMV)","Settled",20110986790,"VJ300384452","Case","TBD","03/13/2025 12:56:53 PM","Visa (Apple Pay EMV)","$1.60","273781","B06($1.50), Two-Tier Pricing($0.10)"
"United States Dollars","Credit (Apple Pay EMV)","Settled",20110995304,"VJ300384452","Case","TBD","03/13/2025 12:57:52 PM","Visa (Apple Pay EMV)","$2.10","058636","A17($2.00), Two-Tier Pricing($0.10)"
"United States Dollars","Credit (Apple Pay EMV)","Settled",20111292223,"VJ300384452","Case","TBD","03/13/2025 01:38:22 PM","Visa (Apple Pay EMV)","$1.10","04511D","A04($1.00), Two-Tier Pricing($0.10)"
"United States Dollars","Credit (EMV Contactless)","Settled",20108900369,"VJ300384452","Case","TBD","03/13/2025 07:39:29 AM","Visa (EMV Contactless)","$2.70","073914","A04($1.00), A11($1.50), Two-Tier Pricing(2 * $0.10)"
"United States Dollars","Credit (EMV Contactless)","Settled",20110391472,"VJ300384452","Case","TBD","03/13/2025 11:38:56 AM","Visa (EMV Contactless)","$3.10","113852","B05($3.00), Two-Tier Pricing($0.10)"
"United States Dollars","Credit (EMV Contactless)","Settled",20110396061,"VJ300384452","Case","TBD","03/13/2025 11:39:36 AM","Visa (EMV Contactless)","$3.10","113932","B05($3.00), Two-Tier Pricing($0.10)"
"United States Dollars","Credit (EMV Contactless)","Settled",20110733612,"VJ300384452","Case","TBD","03/13/2025 12:21:51 PM","Visa (EMV Contactless)","$1.10","122141","B02($1.00), Two-Tier Pricing($0.10)"
"United States Dollars","Credit (EMV Contactless)","Settled",20110772298,"VJ300384452","Case","TBD","03/13/2025 12:27:01 PM","Visa (EMV Contactless)","$2.20","09451D","C06($1.00), C06($1.00), Two-Tier Pricing(2 * $0.10)"
"United States Dollars","Credit (EMV Contactless)","Settled",20111053598,"VJ300384452","Case","TBD","03/13/2025 01:05:14 PM","MasterCard (EMV Contactless)","$3.10","030505","B05($3.00), Two-Tier Pricing($0.10)"
"United States Dollars","Credit (EMV Contactless)","Settled",20111060036,"VJ300384452","Case","TBD","03/13/2025 01:05:57 PM","MasterCard (EMV Contactless)","$2.10","030550","A12($2.00), Two-Tier Pricing($0.10)"
"United States Dollars","Credit (EMV Contactless)","Settled",20111479932,"VJ300384452","Case","TBD","03/13/2025 02:04:02 PM","Visa (EMV Contactless)","$4.20","140351","B04($3.00), A10($1.00), Two-Tier Pricing(2 * $0.10)"
"United States Dollars","Credit (EMV Contactless)","Settled",20111913395,"VJ300384452","Case","TBD","03/13/2025 03:06:15 PM","MasterCard (EMV Contactless)","$1.60","01335P","B06($1.50), Two-Tier Pricing($0.10)"
"United States Dollars","Credit (Google Pay EMV)","Settled",20108715224,"VJ300384452","Case","TBD","03/13/2025 06:47:56 AM","Visa (Google Pay EMV)","$3.10","187288","B04($3.00), Two-Tier Pricing($0.10)"
"United States Dollars","Credit (Google Pay EMV)","Settled",20109276224,"VJ300384452","Case","TBD","03/13/2025 08:56:20 AM","Visa (Google Pay EMV)","$2.20","387662","B01($1.00), A01($1.00), Two-Tier Pricing(2 * $0.10)"
"United States Dollars","Cash","Processed",20109198928,"VJ300384454","Southport","TBD","03/13/2025 08:41:36 AM","Cash","$1.00",,"A09($1.00)"
"United States Dollars","Cash","Processed",20110170032,"VJ300384454","Southport","TBD","03/13/2025 11:11:17 AM","Cash","$1.00",,"B01($1.00)"
"United States Dollars","Cash","Processed",20110170860,"VJ300384454","Southport","TBD","03/13/2025 11:11:29 AM","Cash","$1.00",,"B01($1.00)"
"United States Dollars","Cash","Processed",20110936627,"VJ300384454","Southport","TBD","03/13/2025 12:49:59 PM","Cash","$1.00",,"B03($1.00)"
"United States Dollars","Cash","Processed",20112380242,"VJ300384454","Southport","TBD","03/13/2025 04:26:04 PM","Cash","$2.00",,"A18($2.00)"
"United States Dollars","Credit","Settled",20108629632,"VJ300384454","Southport","TBD","03/13/2025 06:15:12 AM","Visa (Swiped)","$3.10","061504","B06($3.00), Two-Tier Pricing($0.10)"
"United States Dollars","Credit (Apple Pay EMV)","Settled",20111545076,"VJ300384454","Southport","TBD","03/13/2025 02:12:56 PM","Visa (Apple Pay EMV)","$1.60","413121","C01($1.50), Two-Tier Pricing($0.10)"
"United States Dollars","Credit (EMV Contactless)","Settled",20108724264,"VJ300384454","Southport","TBD","03/13/2025 06:50:58 AM","Discover (EMV Contactless)","$3.10","01315R","B06($3.00), Two-Tier Pricing($0.10)"
"United States Dollars","Credit (EMV Contactless)","Settled",20110407773,"VJ300384454","Southport","TBD","03/13/2025 11:41:08 AM","Visa (EMV Contactless)","$1.10","114055","A05($1.00), Two-Tier Pricing($0.10)"
"United States Dollars","Credit (EMV Contactless)","Settled",20111753074,"VJ300384454","Southport","TBD","03/13/2025 02:42:44 PM","Discover (EMV Contactless)","$4.20","01312Q","A17($2.00), A17($2.00), Two-Tier Pricing(2 * $0.10)"
"United States Dollars","Cash","Processed",20107493383,"VJ300384455","YMCA Beverage","TBD","03/12/2025 08:04:31 PM","Cash","$2.00",,"B8($2.00)"
"United States Dollars","Cash","Processed",20107523366,"VJ300384455","YMCA Beverage","TBD","03/12/2025 08:13:24 PM","Cash","$2.75",,"A6($2.75)"
"United States Dollars","Cash","Processed",20109430837,"VJ300384455","YMCA Beverage","TBD","03/13/2025 09:21:48 AM","Cash","$1.00",,"C4($1.00)"
"United States Dollars","Cash","Processed",20110317783,"VJ300384455","YMCA Beverage","TBD","03/13/2025 11:30:41 AM","Cash","$1.00",,"D2($1.00)"
"United States Dollars","Cash","Processed",20111006968,"VJ300384455","YMCA Beverage","TBD","03/13/2025 12:59:37 PM","Cash","$2.00",,"B7($2.00)"
"United States Dollars","Cash","Processed",20112514325,"VJ300384455","YMCA Beverage","TBD","03/13/2025 04:52:07 PM","Cash","$2.75",,"B1($2.75)"
"United States Dollars","Cash","Processed",20112515717,"VJ300384455","YMCA Beverage","TBD","03/13/2025 04:52:32 PM","Cash","$1.75",,"B9($1.75)"
"United States Dollars","Cash","Processed",20112858549,"VJ300384455","YMCA Beverage","TBD","03/13/2025 06:03:27 PM","Cash","$2.75",,"B2($2.75)"
"United States Dollars","Cash","Processed",20112897477,"VJ300384455","YMCA Beverage","TBD","03/13/2025 06:11:57 PM","Cash","$1.00",,"C5($1.00)"
"United States Dollars","Cash","Processed",20112926733,"VJ300384455","YMCA Beverage","TBD","03/13/2025 06:18:50 PM","Cash","$1.00",,"C3($1.00)"
"United States Dollars","Cash","Processed",20113077425,"VJ300384455","YMCA Beverage","TBD","03/13/2025 06:55:39 PM","Cash","$1.75",,"B9($1.75)"
"United States Dollars","Cash","Processed",20113190482,"VJ300384455","YMCA Beverage","TBD","03/13/2025 07:23:53 PM","Cash","$1.00",,"D2($1.00)"
"United States Dollars","Cash","Processed",20113191252,"VJ300384455","YMCA Beverage","TBD","03/13/2025 07:24:09 PM","Cash","$1.00",,"D2($1.00)"
"United States Dollars","Credit (Apple Pay Cash EMV)","Settled",20113323036,"VJ300384455","YMCA Beverage","TBD","03/13/2025 08:01:23 PM","Visa (Apple Pay Cash EMV)","$2.85","417697","A7($2.75), Two-Tier Pricing($0.10)"
"United States Dollars","Credit (Apple Pay EMV)","Settled",20107786332,"VJ300384455","YMCA Beverage","TBD","03/12/2025 09:43:58 PM","Visa (Apple Pay EMV)","$4.95","214345","C9($2.75), D8($2.00), Two-Tier Pricing(2 * $0.10)"
"United States Dollars","Credit (Apple Pay EMV)","Settled",20108730399,"VJ300384455","YMCA Beverage","TBD","03/13/2025 06:52:51 AM","American Express (Apple Pay EMV)","$2.85","849283","B2($2.75), Two-Tier Pricing($0.10)"
"United States Dollars","Credit (Apple Pay EMV)","Settled",20109054216,"VJ300384455","YMCA Beverage","TBD","03/13/2025 08:12:02 AM","MasterCard (Apple Pay EMV)","$2.85","17412Z","A8($2.75), Two-Tier Pricing($0.10)"
"United States Dollars","Credit (Apple Pay EMV)","Settled",20109692781,"VJ300384455","YMCA Beverage","TBD","03/13/2025 10:04:38 AM","MasterCard (Apple Pay EMV)","$1.10","000436","C3($1.00), Two-Tier Pricing($0.10)"
"United States Dollars","Credit (Apple Pay EMV)","Settled",20112183590,"VJ300384455","YMCA Beverage","TBD","03/13/2025 03:50:46 PM","Visa (Apple Pay EMV)","$2.85","155043","B3($2.75), Two-Tier Pricing($0.10)"
"United States Dollars","Credit (Apple Pay EMV)","Settled",20112244104,"VJ300384455","YMCA Beverage","TBD","03/13/2025 04:01:24 PM","Visa (Apple Pay EMV)","$4.20","160116","E7($2.00), E8($2.00), Two-Tier Pricing(2 * $0.10)"
"United States Dollars","Credit (Apple Pay EMV)","Settled",20112335888,"VJ300384455","YMCA Beverage","TBD","03/13/2025 04:17:23 PM","MasterCard (Apple Pay EMV)","$1.10","061720","C4($1.00), Two-Tier Pricing($0.10)"
"United States Dollars","Credit (Apple Pay EMV)","Settled",20112536099,"VJ300384455","YMCA Beverage","TBD","03/13/2025 04:56:26 PM","Discover (Apple Pay EMV)","$2.85","01395P","B1($2.75), Two-Tier Pricing($0.10)"
"United States Dollars","Credit (Apple Pay EMV)","Settled",20112618896,"VJ300384455","YMCA Beverage","TBD","03/13/2025 05:11:58 PM","Visa (Apple Pay EMV)","$3.20","324705","D7($2.00), C3($1.00), Two-Tier Pricing(2 * $0.10)"
"United States Dollars","Credit (Apple Pay EMV)","Settled",20112665884,"VJ300384455","YMCA Beverage","TBD","03/13/2025 05:21:43 PM","MasterCard (Apple Pay EMV)","$3.35","072141","A2($3.25), Two-Tier Pricing($0.10)"
"United States Dollars","Credit (Apple Pay EMV)","Settled",20112741133,"VJ300384455","YMCA Beverage","TBD","03/13/2025 05:37:38 PM","Visa (Apple Pay EMV)","$2.10","003718","D7($2.00), Two-Tier Pricing($0.10)"
"United States Dollars","Credit (Apple Pay EMV)","Settled",20112747353,"VJ300384455","YMCA Beverage","TBD","03/13/2025 05:39:04 PM","Visa (Apple Pay EMV)","$2.10","345591","D6($2.00), Two-Tier Pricing($0.10)"
"United States Dollars","Credit (Apple Pay EMV)","Settled",20112837320,"VJ300384455","YMCA Beverage","TBD","03/13/2025 05:59:08 PM","Visa (Apple Pay EMV)","$4.05","338819","E5($1.00), B9($1.75), C4($1.00), Two-Tier Pricing(3 * $0.10)"
"United States Dollars","Credit (Apple Pay EMV)","Settled",20113250182,"VJ300384455","YMCA Beverage","TBD","03/13/2025 07:39:45 PM","Visa (Apple Pay EMV)","$2.95","364754","C3($1.00), B9($1.75), Two-Tier Pricing(2 * $0.10)"
"United States Dollars","Credit (Apple Pay EMV)","Settled",20113277689,"VJ300384455","YMCA Beverage","TBD","03/13/2025 07:48:08 PM","Visa (Apple Pay EMV)","$3.70","952068","D4($2.00), B5($1.50), Two-Tier Pricing(2 * $0.10)"
"United States Dollars","Credit (Apple Pay EMV)","Settled",20113288129,"VJ300384455","YMCA Beverage","TBD","03/13/2025 07:51:12 PM","Visa (Apple Pay EMV)","$2.10","013675","D7($2.00), Two-Tier Pricing($0.10)"
"United States Dollars","Credit (Apple Pay EMV)","Settled",20113290382,"VJ300384455","YMCA Beverage","TBD","03/13/2025 07:51:47 PM","Visa (Apple Pay EMV)","$1.10","061671","E5($1.00), Two-Tier Pricing($0.10)"
"United States Dollars","Credit (EMV Contactless)","Settled",20107789696,"VJ300384455","YMCA Beverage","TBD","03/12/2025 09:45:19 PM","Visa (EMV Contactless)","$2.10","090421","B8($2.00), Two-Tier Pricing($0.10)"
"United States Dollars","Credit (EMV Contactless)","Settled",20112461684,"VJ300384455","YMCA Beverage","TBD","03/13/2025 04:41:11 PM","Visa (EMV Contactless)","$2.10","064107","C7($2.00), Two-Tier Pricing($0.10)"
"United States Dollars","Credit (EMV Contactless)","Settled",20112662656,"VJ300384455","YMCA Beverage","TBD","03/13/2025 05:21:10 PM","Visa (EMV Contactless)","$1.10","713112","E5($1.00), Two-Tier Pricing($0.10)"
"United States Dollars","Credit (EMV Contactless)","Settled",20112716586,"VJ300384455","YMCA Beverage","TBD","03/13/2025 05:32:26 PM","Visa (EMV Contactless)","$2.85","083222","A6($2.75), Two-Tier Pricing($0.10)"
"United States Dollars","Credit (EMV Contactless)","Settled",20112825473,"VJ300384455","YMCA Beverage","TBD","03/13/2025 05:56:35 PM","Visa (EMV Contactless)","$2.85","175630","A8($2.75), Two-Tier Pricing($0.10)"
